policy_id,customer_id,age,gender,marital_status,number_of_dependents,annual_income_gbp,health_status,smoking_status,policy_type,sum_assured_gbp,monthly_premium_gbp,distribution_channel,policy_start_date,months_in_arrears,policy_status
POL-8D3CB88E,32-060b-467b-b31c-953e32d7765d,40,Female,Divorced,1,72000,Good,Non-smoker,Term Assurance,280000,75.4,Direct,2012-12-20,0,Active
POL-B25F4D15,46-f9d8-4fd9-b6e5-2bbe50421277,52,Male,Married,3,125000,Good,Current smoker,Whole of Life (Flexible Premium),1200000,243.4,IFA,2015-07-23,0,Active
POL-C98BD84E,e3-fb2e-444e-b041-6b4e11874ee6,30,Female,Married,2,85000,Good,Non-smoker,Term Assurance,250000,91.7,Bancassurance,2024-01-16,0,Active
POL-58B2DA9A,46-d4fe-487b-82be-41e5d1fe7b35,60,Male,Married,2,42000,Good,Non-smoker,Term Assurance,350000,75.4,Direct,2009-11-26,2,Active
POL-5E951602,e7-519c-4d23-a1b5-76db69d28c2d,35,Female,Married,0,94000,Good,Non-smoker,Term Assurance,210000,90.3,Bancassurance,2016-06-15,2,Active
POL-54E53374,da-ec2a-491d-a681-bffb71c1a2a0,28,Female,Married,0,78000,Good,Non-smoker,Term Assurance,100000,68.6,Online,2015-09-09,0,Active
POL-5D48AD8F,af-402a-4929-8f4b-e68354fddcb0,58,Male,Married,3,180000,Good,Non-smoker,Whole of Life (Flexible Premium),700000,91.7,Online,2010-11-16,0,Active
POL-CBA170EF,9d-f09f-4628-8468-d637823baeaf,54,Female,Married,0,88000,Good,Non-smoker,Term Assurance,250000,60.4,Bancassurance,2020-04-27,2,Active
POL-35D0A2B3,0e-dc97-44a7-9b6a-a874714e80a4,26,Female,Single,0,52000,Excellent,Non-smoker,Term Assurance,130000,50.3,IFA,2017-07-23,6,Lapsed
POL-D55505B1,7a-d4e6-4983-a5e9-40a396161f25,63,Male,Widowed,1,72000,Good,Former smoker,Term Assurance,180000,88.1,Direct,2015-11-16,0,Active
POL-D770D672,bd-1bdb-4f4d-9832-4f60b6e92b91,40,Male,Widowed,1,78000,Good,Former smoker,Whole of Life,900000,95.5,Online,2008-02-29,0,Active
POL-60015757,96-398b-4a06-a3d0-a297d948557e,63,Male,Widowed,1,42000,Good,Non-smoker,Investment-Linked Life,400000,266.9,Direct,2011-11-21,0,Active
POL-5404A944,09-73ac-4664-8c8c-02ec7030a10c,35,Female,Married,2,60000,Good,Non-smoker,Whole of Life (Flexible Premium),600000,325.5,IFA,2009-11-29,3,Claimed
POL-95B8E13E,c3-bd20-43c2-a09b-0803060bc95f,49,Male,Widowed,1,62000,Excellent,Non-smoker,Term Assurance,200000,71.2,Bancassurance,2020-12-23,0,Active
POL-72C181EE,ea-d340-4582-92c1-583ac097785b,60,Male,Married,0,65000,Good,Non-smoker,Term Assurance,150000,51.7,Online,2000-01-25,0,Active
POL-742B47BD,fd-01c9-4dd6-9168-a91f26fd5fd0,29,Male,Married,1,56000,Fair,Current smoker,Term Assurance,200000,55.3,Direct,2000-04-24,0,Matured
POL-1EFC5FB6,bb-85b1-478e-911b-40924e7a1c84,26,Female,Married,3,90000,Excellent,Non-smoker,Term Assurance,250000,40.5,IFA,2003-09-13,0,Active
POL-C815F50E,bb-c635-4c5a-a047-f102f87a0228,34,Male,Married,2,102000,Excellent,Non-smoker,Whole of Life,500000,287.4,Bancassurance,2015-12-30,0,Active
POL-4D9ADB31,57-1560-4c93-9448-80347bc5f955,63,Male,Married,2,85000,Fair,Former smoker,Whole of Life (Flexible Premium),350000,66.9,Direct,2003-07-21,12,Lapsed
POL-6CCEAA88,83-6a58-4517-a721-bb04a9774719,54,Female,Married,2,72000,Good,Non-smoker,Term Assurance,250000,660.7,Direct,2014-05-20,0,Active
POL-386AF83A,db-6fa0-45b5-991d-ed2badf829b2,65,Male,Married,0,110000,Excellent,Non-smoker,Term Assurance,500000,217.0,Direct,2002-04-15,0,Active
POL-0FE8581D,cd-a5db-4ab9-a62e-3c9c4e0f20af,29,Female,Married,0,56000,Good,Non-smoker,Term Assurance,280000,63.1,Bancassurance,2009-12-30,0,Active
POL-CF6BFAC7,b2-d15e-4f4a-a90a-c9e5dff0d2e9,57,male,Married,0,68000,Excellent,Non-smoker,Term Assurance,150000,72.3,IFA,2016-11-09,0,Claimed
POL-B7CB1BB7,d0-63e4-44be-8721-0584d035b50a,43,Female,Widowed,0,72000,Fair,Former smoker,Whole of Life,200000,52.1,IFA,2003-01-28,0,Active
POL-412B5DB7,fd-f1f6-470e-8af4-796518ac2a19,26,Female,Single,0,48000,Fair,Former smoker,Term Assurance,150000,55.1,IFA,2008-06-13,0,Active
POL-002E1EEC,e7-48be-488f-91be-7b55e6616b28,60,Male,Married,1,78000,Good,Non-smoker,Investment-Linked Life,520000,194.1,Bancassurance,2019-02-22,0,Claimed
POL-63C05B26,5d-2d58-432f-8dd1-61bb52882167,56,Female,Married,2,142000,Good,Non-smoker,Investment-Linked Life,400000,125.2,IFA,2001-05-24,0,Active
POL-B4258D50,7a-60b2-4324-956d-dbfa6481e913,36,Female,Married,1,87000,Good,Non-smoker,Term Assurance,250000,91.3,Online,2019-05-30,0,Active
POL-EA887E6F,5c-fb69-4aaf-8aa6-b67e9c64ca78,57,Male,Married,2,102000,Excellent,Former smoker,Investment-Linked Life,850000,329.9,Bancassurance,2018-11-10,0,Active
POL-88855F54,a3-01b0-482b-9b1e-3f7db8cc4665,29,Female,Single,0,54000,Good,Non-smoker,Term Assurance,120000,71.2,Direct,2008-08-06,6,Lapsed
POL-BDA6ADC5,d3-2623-41be-b477-372d5bedb37e,48,Male,Married,3,68000,Good,Non-smoker,Whole of Life,400000,326.1,Direct,2014-09-09,3,Active
POL-3413BBA3,2b-248a-442b-be32-e12c0fbbb4f7,38,Female,Married,3,62000,Fair,Non-smoker,Investment-Linked Life,800000,85.9,Online,2011-03-29,0,Active
POL-01C807C3,3b-56ae-4722-bfbd-c9b6ca6a8b69,33,Male,Married,2,71000,Good,Former smoker,Whole of Life,400000,89.1,Bancassurance,2000-06-09,0,Active
POL-6041F2FE,e9-8a4f-487d-ac8b-7b016d97ad53,35,Female,Married,2,62000,Good,Non-smoker,Whole of Life (Flexible Premium),100000,25.9,Bancassurance,2000-03-23,2,Active
POL-8AAED177,cf-b09a-41b6-902f-72209c2d3f6b,40,Female,Married,2,98000,Good,Non-smoker,Whole of Life,480000,535.3,IFA,2021-06-27,0,Active
POL-5AE46D32,51-8b35-4fd5-9c5b-a86c0662c0ed,28,Male,Married,3,125000,_RARE_,Non-smoker,Whole of Life,650000,71.7,Direct,2018-08-06,1,Active
POL-C58FE552,64-befd-4244-86c9-f40b9ea721b8,35,Male,Married,3,98000,Fair,Former smoker,Whole of Life,800000,324.3,IFA,2016-05-21,3,Active
POL-30D53543,fd-3554-4d9d-b564-bf4fb1379855,60,Male,Widowed,3,60000,Good,Non-smoker,Term Assurance,600000,264.0,Direct,2006-05-31,0,Active
POL-9130C9A9,66-bed6-48f8-a117-b20e3e7ffbf6,34,Female,Divorced,0,72000,Excellent,Non-smoker,Whole of Life,200000,72.3,Direct,2000-07-25,0,Matured
POL-73DEC85E,93-6cf3-40a4-bb61-f362e63a2340,44,Female,Married,1,190000,Good,Former smoker,Whole of Life,950000,115.6,Online,2007-08-26,6,Lapsed
POL-FA78AEE3,a7-be22-4e98-9e39-f8ad04407001,44,Male,Married,3,97000,Excellent,Non-smoker,Whole of Life,300000,120.3,Bancassurance,2010-01-01,0,Active
POL-42A88C0B,ad-d41d-4696-85cd-fcd87d8b52b9,34,Female,Single,0,72000,Good,Non-smoker,Term Assurance,180000,91.1,IFA,2005-12-13,0,Active
POL-2051215C,cc-1b2d-4f31-8018-3f83d3221993,27,Female,Single,0,52000,Good,Non-smoker,Term Assurance,100000,38.2,Direct,2016-08-19,0,Active
POL-E44FE232,87-f90b-49b6-81e2-2ade8dc3be38,28,Male,Single,0,46000,Fair,Non-smoker,Term Assurance,150000,91.0,Direct,2012-11-20,0,Active
POL-35100232,af-ab00-4745-b225-d8064031a44d,150,Female,Married,1,94000,Good,Non-smoker,Term Assurance,280000,194.1,IFA,2008-04-16,0,Active
POL-9888127C,20-692c-493d-b96e-70e2badfdd07,38,Male,Married,1,98000,Excellent,Non-smoker,Term Assurance,220000,90.2,Online,2007-04-15,0,Active
POL-5E919799,d5-b3ae-4b1a-9f08-53655ffdbccc,32,Female,Single,0,58000,Good,Non-smoker,Term Assurance,180000,63.2,Direct,2014-08-17,12,Lapsed
POL-8EBF01D9,b2-9af9-44ab-9e61-64ca6c57beed,53,Female,Married,3,170000,Excellent,Non-smoker,Whole of Life,450000,496.5,Direct,2024-04-14,0,Active
POL-0BDB97F8,9c-a75a-4ae0-bb62-0f170141e66e,32,Female,Married,1,98000,Good,Non-smoker,Whole of Life (Flexible Premium),500000,89.6,Direct,2017-08-20,0,Active
POL-B0A3EF04,39-9b57-4583-a52b-e33c0c3768b5,27,Female,Married,0,52000,Excellent,Non-smoker,Whole of Life,150000,45.4,Online,2012-10-15,0,Active
POL-FBE66B46,47-dc39-46fc-8a1d-2845ae4596c0,55,Female,Married,2,50000,Good,Non-smoker,Whole of Life,720000,88.1,Direct,2001-07-24,0,Active
POL-CBDC6F15,02-0be2-46ad-b242-28c42adf3716,62,Male,Married,1,60000,Good,Former smoker,Whole of Life,800000,662.4,Direct,2011-12-25,0,Active
POL-5A24A34C,fe-5334-4428-99cb-734e01a0b709,65,Female,Widowed,1,58000,Fair,Current smoker,Term Assurance,200000,95.3,Direct,2006-09-19,6,Lapsed
POL-8EE605A3,8b-fb34-4122-aea9-04ad9af9550e,45,Female,Married,2,115000,Excellent,Non-smoker,Whole of Life,520000,151.8,IFA,2013-01-17,1,Active
POL-38F5651F,0a-9dca-4066-b75b-d3bc0f5d0073,26,Female,Married,2,53000,Fair,Non-smoker,Whole of Life,160000,111.6,Direct,2017-04-05,0,Active
POL-26F058CD,93-86a8-4eb9-bf41-6b3143b0c2e3,48,Male,Married,2,123000,Fair,Non-smoker,Whole of Life,360000,89.4,IFA,2014-08-27,0,Active
POL-4A890356,da-69db-46d5-b387-cb2393b152b0,44,Female,Widowed,1,68000,Fair,Non-smoker,Whole of Life,500000,88.9,Bancassurance,2014-06-09,0,Active
POL-4EA5B388,10-db11-4266-aaf0-7ca23039a99d,35,Female,Married,3,42000,Excellent,Non-smoker,Whole of Life,520000,91.6,Direct,2009-08-09,0,Active
,ef-6856-42ef-b654-df22e7575369,48,Female,Divorced,0,52000,Excellent,Non-smoker,Whole of Life,200000,65.0,Bancassurance,2018-05-17,0,Active
POL-52B0E0A6,5c-36c9-40f1-9563-e0b7c2146007,39,Female,Married,1,98000,Good,Non-smoker,Term Assurance,200000,89.1,IFA,2018-08-29,0,Active
POL-8F8743DB,ab-415c-47a6-a757-788525e125c4,49,Male,Married,3,153000,Good,Former smoker,Whole of Life (Flexible Premium),650000,120.8,Bancassurance,2003-04-20,12,Lapsed
POL-E15DBE8C,6c-d5dd-4431-9a2c-4bf1e2a6d8c4,26,Male,Single,0,54000,Excellent,Non-smoker,Term Assurance,140000,60.8,Online,2009-10-18,0,Active
POL-20693A78,9a-f856-4114-a15f-953ac720ccd6,34,Female,Married,2,92000,Good,Non-smoker,Term Assurance,820000,267.1,Direct,2019-12-07,0,Active
POL-04959EAC,68-d820-4d9f-8d09-173d68ed0193,42,Male,Married,3,98000,Good,Current smoker,Whole of Life,520000,120.0,Direct,2020-02-05,0,Active
POL-0931B5AC,2a-7b23-49ad-892b-23b01feaa817,42,Female,Married,3,175000,Excellent,Non-smoker,Term Assurance,500000,210.6,Direct,2021-07-12,0,Active
POL-4765F276,f1-f98c-4e61-a4b1-3e94c8b46870,41,Male,Single,0,60000,Excellent,Non-smoker,Term Assurance,150000,70.6,Online,2020-07-28,0,Active
POL-C9FC81A1,68-540e-4481-84a9-3df3b8c1e9a3,65,Female,Married,0,54000,Good,Non-smoker,Term Assurance,200000,85.2,Direct,2000-06-21,0,Active
POL-72FCEFA9,b9-33cc-4616-8392-8759245a07ee,48,Male,Married,2,112000,Good,Non-smoker,Whole of Life,650000,318.1,IFA,2013-07-04,0,Active
POL-ED5AE035,65-f7ab-4414-be34-093c5ef528e9,48,Male,Married,1,42000,Good,Former smoker,Whole of Life (Flexible Premium),600000,564.1,Online,2012-06-03,0,Active
POL-D4DC3FAB,18-f24c-4979-9148-f344dbd618a7,39,Male,Single,0,52000,Fair,Non-smoker,Term Assurance,150000,55.2,Bancassurance,2005-05-04,0,Active
POL-715A4105,aa-0d5c-4df8-b4b3-708871ba9083,32,Female,Married,1,84000,Good,Non-smoker,Term Assurance,250000,88.6,Direct,2013-07-29,0,Active
POL-CDE983EA,a8-9d17-457e-9936-83852e466fbd,26,Male,Divorced,2,92000,Good,Non-smoker,Whole of Life (Flexible Premium),450000,72.0,IFA,2016-05-13,0,Active
POL-BCA7A6FD,f4-7eb4-40ff-80ef-9075d8019af8,52,Male,Married,2,120000,Fair,Former smoker,Whole of Life (Flexible Premium),550000,325.5,IFA,2000-04-24,0,Matured
POL-60C213D2,16-cdab-4af7-be6f-45d27bfa1867,62,Male,Married,0,98000,Fair,Former smoker,Whole of Life (Flexible Premium),250000,24.0,Direct,2011-10-16,1,Active
POL-00376029,0d-48b0-4af6-9fae-c9df38a82b7d,30,Female,Single,0,61000,Good,Non-smoker,Term Assurance,180000,58.9,Bancassurance,2000-10-20,0,Active
POL-32078E8F,b7-d4af-4567-8083-6891900ef11f,0,Female,Married,1,91000,Good,Non-smoker,Term Assurance,300000,114.9,Direct,2011-02-14,0,Active
POL-C62C2A04,ca-4a14-46c9-b8da-3d9645cec322,34,Female,Married,2,64000,Good,Non-smoker,Term Assurance,180000,90.2,IFA,2014-05-22,0,Active
POL-2AE5CA3D,8b-4309-4561-8810-70cda3f1620a,37,Male,Single,0,52000,Good,Non-smoker,Term Assurance,160000,61.6,Bancassurance,2016-06-27,0,Active
POL-58B1B044,91-52ce-4fd2-9d48-f4082b5dbbe2,29,Male,Single,3,52000,Excellent,Former smoker,Whole of Life (Flexible Premium),700000,428.4,Direct,2012-04-02,0,Active
POL-EC05EB4F,15-cb27-4797-a6b0-207fbfda3f1c,36,Female,Married,2,42000,Good,Non-smoker,Investment-Linked Life,350000,96.8,Direct,2005-04-06,0,Active
POL-29D5A4F8,9c-e1be-4315-a540-c1df46e4fd96,36,Male,Married,2,62000,Excellent,Non-smoker,Whole of Life (Flexible Premium),300000,237.7,IFA,2015-05-20,0,Active
POL-4CFE594A,a9-ed1f-4439-af11-0e273673d977,65,Female,Single,0,51000,Fair,Current smoker,Term Assurance,100000,56.8,Direct,2001-12-15,0,Active
POL-FA518000,e2-9944-4cd2-bea8-3ae2f79be066,41,Male,Married,2,118000,Good,Non-smoker,Term Assurance,400000,302.4,Bancassurance,2024-02-13,6,Lapsed
POL-21AD506B,9e-73d7-4fa9-80f9-88ccca1b29f9,26,Male,Married,1,168000,Good,Current smoker,Term Assurance,260000,70.2,Bancassurance,2009-01-10,8,Active
POL-2BA214AC,f2-b827-4da4-af2c-b6151f5b4c5a,41,Male,Married,1,86000,Good,Current smoker,Term Assurance,260000,90.4,IFA,2008-07-28,1,Claimed
POL-1E6189A8,98-0483-4794-8e5d-5cf5d163b630,63,Female,Married,3,58000,Good,Non-smoker,Whole of Life,200000,120.6,IFA,2021-07-14,0,Active
POL-CC85A5A3,a4-63eb-4a68-81a6-1200daa2e36e,52,Male,Widowed,3,150000,Good,Former smoker,Investment-Linked Life,700000,141.4,Bancassurance,2021-07-07,0,Active
POL-78CAC905,fe-14c4-4f5c-b183-0f92c2bf83ee,46,Male,Married,1,88000,Good,Non-smoker,Term Assurance,350000,120.3,IFA,2014-12-17,1,Active
POL-39C26544,e0-a790-491d-bf68-c41a5a7c66d8,40,Female,Married,2,76000,Excellent,Non-smoker,Investment-Linked Life,750000,89.5,Direct,2020-04-18,0,Active
POL-314D9CB9,eb-d514-4284-84c5-cb560fc77b14,49,Female,Divorced,2,188000,Excellent,Non-smoker,Term Assurance,120000,96.7,Online,2012-03-07,0,Active
POL-AC7C173B,b6-5c2e-41a4-b435-a11314d78fff,33,Female,Single,0,50000,Excellent,Non-smoker,Term Assurance,160000,40.9,Direct,2001-03-19,0,Active
POL-2400A946,03-fafb-4558-97de-6f6153253445,43,Male,Married,2,190000,Fair,Former smoker,Whole of Life,100000,316.9,Online,2023-07-06,0,Active
POL-B715F7FC,03-f594-400d-97a9-984d515c3ea2,28,Male,Single,0,60000,Excellent,Non-smoker,Term Assurance,260000,45.6,IFA,2017-12-09,0,Active
POL-85FD31C9,48-5732-4847-b357-02fd924c4cb9,48,Male,Married,2,125000,Good,Non-smoker,Whole of Life (Flexible Premium),300000,180.7,Bancassurance,2021-08-22,0,Active
POL-BE42B90E,c4-fd4d-41c4-a70a-3341c7c253ea,55,Male,Married,0,160000,Excellent,Non-smoker,Term Assurance,300000,52.0,Online,2007-07-04,1,Active
POL-2A12EC68,41-bb9d-4e55-a3ba-06eda0109f40,34,Male,Widowed,1,94000,Good,Former smoker,Term Assurance,350000,651.8,Bancassurance,2014-10-13,0,Active
POL-72F15EB4,aa-ffe8-4dc1-ac7c-746539ae6017,26,Male,Married,1,74000,Good,Former smoker,Whole of Life,500000,75.3,Direct,2007-08-17,6,Lapsed
POL-4D80BEB9,d6-bf1f-490d-bd1b-ef59c631032d,35,Male,Married,2,91000,Fair,Current smoker,Investment-Linked Life,200000,155.1,Online,2005-11-03,3,Active
POL-E07A8766,21-2f38-437b-bf05-6d4f607098a9,29,Female,Single,0,52000,Good,Non-smoker,Term Assurance,100000,45.0,IFA,2017-04-07,0,Active
POL-6F3A5908,83-ace6-492c-adfb-b5e963d2e0d8,29,Female,Married,0,58000,Excellent,Non-smoker,Whole of Life (Flexible Premium),200000,71.6,Online,2008-01-01,0,Active
POL-E398499B,ec-ecbd-45cb-8036-a853fbff5d4c,47,Female,Single,0,52000,Excellent,Non-smoker,Term Assurance,150000,58.5,IFA,2015-06-24,2,Active
POL-04A1A794,3b-bf7c-4283-bb8c-36c1118a908a,39,Female,Married,1,76000,Good,Non-smoker,Term Assurance,200000,89.0,Online,2019-04-28,6,Lapsed
POL-1CC17E27,31-0871-4361-a2cd-d276cc62a7f4,63,Female,Married,1,76000,Fair,Current smoker,Term Assurance,220000,78.4,Online,2012-03-29,0,Active
POL-549B2C51,2d-19da-40da-858e-0eef7d107af6,36,Female,Married,2,96000,Good,Non-smoker,Term Assurance,260000,95.4,Direct,2004-04-07,0,Active
POL-A163DFE5,c2-990a-4818-b0d5-38bd344e2b60,41,Female,Married,3,125000,Excellent,Non-smoker,Investment-Linked Life,-600000,268.7,Direct,2011-02-14,0,Active
POL-A24BC06B,63-a430-4835-8964-c3ce2856a1a5,31,Female,Single,0,54000,Good,Non-smoker,Term Assurance,150000,61.0,Direct,2020-07-01,0,Active
POL-D2D0CA47,df-5197-4086-b800-eac864643a88,29,Female,Single,0,52000,Good,Former smoker,Term Assurance,120000,45.7,Bancassurance,2000-04-09,0,Matured
POL-0926D912,98-b626-4bc9-a835-3dc31e2d27cd,47,Male,Married,3,135000,Excellent,Non-smoker,Investment-Linked Life,750000,526.2,IFA,2007-11-14,0,Active
POL-60D9390D,ba-2c56-4e00-bb0f-3f1598947d19,44,Female,Married,2,172000,Good,Former smoker,Term Assurance,250000,131.4,Bancassurance,2018-06-25,0,Active
POL-EA887910,7d-f13a-4f44-ac21-bc0ff63b5219,53,Female,Married,2,190000,Good,Non-smoker,Whole of Life,750000,112.5,Bancassurance,2000-07-15,0,Active
POL-59886FED,7f-f467-4426-af64-611e1ead3304,56,Female,Divorced,0,58000,Excellent,Non-smoker,Term Assurance,120000,40.4,Bancassurance,2019-02-15,0,Active
POL-06E6A8D4,6a-1dd8-4bad-92d9-a4ad998ca02b,49,Male,Married,3,190000,Excellent,Non-smoker,Whole of Life (Flexible Premium),400000,146.1,IFA,2008-03-30,0,Active
POL-8E6BBF92,7d-e7d9-490f-999a-d81e84465d42,45,Female,Married,0,172000,Good,Non-smoker,Term Assurance,600000,267.7,Direct,2006-11-17,0,Active
POL-F641C1AC,f1-20c5-4d00-b068-0354235db223,30,Female,Married,3,76000,_RARE_,Current smoker,Term Assurance,350000,155.6,Direct,2003-03-28,0,Active
POL-D38773D7,f2-c6fc-4898-ad17-5f9f0661afa2,38,Female,Married,1,70000,Excellent,Non-smoker,Whole of Life (Flexible Premium),400000,72.4,Bancassurance,2002-06-19,0,Matured
POL-6F726EF7,7d-8015-443b-b7f3-92b8d54e7055,48,Male,Married,2,108000,Good,Current smoker,Whole of Life (Flexible Premium),700000,138.4,Direct,2021-02-06,0,Active
POL-AA5B8D21,9e-6a2b-41b6-bcbb-6f4f04fa0015,45,Male,Married,2,102000,Excellent,Non-smoker,Term Assurance,500000,286.2,IFA,2010-03-24,0,Active
POL-8C03122B,d1-e058-4f8e-96d6-b80d80a9fc6d,30,Female,Married,2,77000,Good,Non-smoker,Term Assurance,100000,50.3,Bancassurance,2023-10-25,6,Lapsed
POL-85698DCB,d4-1379-4711-b45f-9070508ea01d,28,M,Married,2,42000,Good,Non-smoker,Term Assurance,100000,56.4,Bancassurance,2023-01-29,0,Active
POL-EA6FCDC1,9c-8034-46c3-8bbb-b6c78fe6f499,38,Female,Married,2,68000,Good,Non-smoker,Whole of Life (Flexible Premium),520000,125.7,Direct,2001-03-27,0,Claimed
POL-EE8806D6,be-264a-414a-a224-e7ea863e7460,31,Female,Single,0,64000,Excellent,Non-smoker,Term Assurance,180000,55.3,Direct,2019-05-30,0,Active
POL-3B29376C,a3-8f1a-4183-8643-56fd8bda67e9,37,Female,Married,2,62000,Excellent,Non-smoker,Term Assurance,100000,60.4,Direct,2005-12-11,9,Lapsed
POL-1AFBBFD6,10-d8fa-4c90-b3cb-5a94f5b8ccc8,32,Female,Single,0,68000,Excellent,Non-smoker,Term Assurance,-120000,45.3,IFA,2008-04-02,0,Active
POL-6B094C3B,f6-f90e-4205-a721-ff8cf8a11081,39,Female,Single,0,55000,Fair,Non-smoker,Term Assurance,150000,55.9,Direct,2016-04-23,0,Active
POL-B21E9AB2,91-aac6-4714-86fc-fd76cf61098c,63,Male,Married,0,56000,Excellent,Non-smoker,Whole of Life (Flexible Premium),250000,61.7,Direct,2010-05-30,0,Active
POL-A515A485,2a-43bd-4cdd-89a2-9ef4bf83ccb4,63,Female,Married,1,76000,Fair,Current smoker,Term Assurance,500000,90.9,Direct,2021-03-13,0,Active
POL-9B831927,c2-58ee-496b-90c2-fff2046588d5,48,Male,Married,3,42000,Good,Non-smoker,Term Assurance,300000,96.2,Direct,2005-05-11,0,Active
POL-2EC240F3,ce-d67d-4466-8f9c-8c40f4843d83,50,Male,Married,2,150000,Excellent,Non-smoker,Whole of Life (Flexible Premium),520000,96.5,Direct,2017-10-04,0,Active
POL-40463218,a6-76e0-4d99-b271-11d602ae804b,52,Male,Married,3,120000,Excellent,Non-smoker,Whole of Life (Flexible Premium),700000,425.7,Online,2020-10-26,0,Active
POL-4CA533FF,8a-c5c5-4e93-9c70-8fd2153fb97d,56,Male,Married,2,152000,Fair,Former smoker,Whole of Life,400000,186.3,Bancassurance,2015-12-02,0,Claimed
POL-1D8F46AD,ae-1bf4-40bf-b801-92ea10061920,65,Female,Married,1,72000,Excellent,Non-smoker,Whole of Life,450000,329.0,Bancassurance,2006-10-21,0,Active
POL-D1A50C21,9a-ecb7-4b7c-b24b-d77420b7a6ca,55,Female,Married,2,42000,_RARE_,Former smoker,Whole of Life (Flexible Premium),300000,318.0,Online,2015-01-09,0,Claimed
POL-A654DD34,74-0f68-44cd-a0ea-e6008aa0040b,47,Male,Married,3,140000,Good,Non-smoker,Whole of Life (Flexible Premium),600000,211.3,IFA,2006-05-21,1,Active
POL-6B0FF280,5a-6860-4747-93a3-3406c2603e3b,41,Female,Widowed,1,68000,Good,Non-smoker,Whole of Life,300000,131.5,Bancassurance,2024-06-08,0,Active
POL-78057A4B,b7-6bd6-4d78-baab-eb0d9350d0cd,26,Female,Single,0,59000,Fair,Non-smoker,Whole of Life (Flexible Premium),150000,92.1,Direct,2018-03-26,1,Active
POL-51C5AB7A,ff-af40-4c5a-a2c1-3188bd4bb78e,27,Male,Married,3,42000,Good,Non-smoker,Whole of Life,650000,261.9,Online,2012-02-08,0,Active
POL-BF6B4B98,79-184b-489a-b3fa-90514e28c60b,32,Female,Single,0,48000,Excellent,Non-smoker,Term Assurance,180000,33.6,Direct,2012-02-07,0,Active
POL-EB6B9E9E,98-4bb3-4d7c-84ac-70e44e44a287,55,Female,Married,2,125000,Good,Former smoker,Whole of Life,500000,422.3,Bancassurance,2006-07-04,0,Active
POL-38BEE65C,93-a3f9-485f-b74a-ff1b6deea26b,58,Male,Divorced,2,142000,Good,Former smoker,Whole of Life (Flexible Premium),800000,105.0,Online,2012-08-20,3,Active
POL-DA74FCCE,d4-e8e0-4461-9a6e-070ef00d0fa4,65,Female,Married,1,66000,Good,Non-smoker,Whole of Life (Flexible Premium),720000,180.5,IFA,2009-12-02,0,Active
POL-0F77FD6B,55-b8b3-43df-a009-fe50eccaa0a8,39,Female,Single,0,48000,Excellent,Non-smoker,Term Assurance,100000,70.9,Online,2022-10-15,0,Active
POL-69D2CAA1,4a-3a6f-4c06-9e53-4424ef346172,43,Male,Single,0,52000,Fair,Former smoker,Term Assurance,150000,52.6,Online,2004-11-08,0,Active
POL-58E35A31,dc-38e9-4802-8384-e601567f0e48,54,Female,Married,3,78000,Good,Non-smoker,Whole of Life,340000,110.5,Bancassurance,2000-09-27,0,Active
POL-9CBDA300,a8-d8da-4798-a89a-e469e9cbee9d,50,Female,Single,0,48000,Fair,Non-smoker,Term Assurance,150000,25.1,Direct,2006-07-06,0,Active
POL-02807FA6,86-0558-4124-90d2-3aeee466dfc8,26,Female,Married,0,52000,Good,Non-smoker,Term Assurance,130000,120.8,IFA,2018-02-09,0,Active
POL-30BF098A,9d-5024-4c93-8b6a-9e216c306c67,63,Male,Widowed,0,54000,Fair,Non-smoker,Term Assurance,100000,47.7,Online,2008-11-19,0,Active
POL-585EEC35,73-aec6-4661-8b91-22d051c0f246,46,Female,Divorced,1,48000,Good,Non-smoker,Term Assurance,180000,59.2,IFA,2001-02-15,0,Active
POL-A681DB71,1c-9dc1-4017-bfe9-05cf5ab9a4f8,150,Male,Widowed,2,72000,Excellent,Non-smoker,Whole of Life (Flexible Premium),450000,210.1,Online,2016-10-20,0,Active
POL-809BE145,52-61c0-4f2d-9b0a-839ea38db911,26,Male,Married,2,52000,Good,Non-smoker,Term Assurance,120000,70.0,Direct,2012-02-16,0,Active
POL-5C9EBE2E,b7-d58b-4dfd-bcbe-3f05bceea422,28,Male,Single,0,52000,Good,Non-smoker,Whole of Life,120000,61.8,IFA,2020-11-24,0,Active
POL-705561A1,d2-b68e-4c63-b412-9d694f886896,52,Male,Married,3,115000,Fair,Former smoker,Whole of Life (Flexible Premium),500000,326.5,Online,2021-09-15,0,Active
POL-72242CC6,8d-da8f-405d-98c9-f647bac02235,48,Female,Married,2,122000,Excellent,Non-smoker,Term Assurance,650000,113.7,Bancassurance,2023-01-22,0,Active
POL-CD2AE936,60-395d-4401-b280-81780a988972,38,Female,Married,2,95000,Excellent,Non-smoker,Term Assurance,250000,114.0,Direct,2012-05-18,0,Active
POL-033D0D2F,33-3416-4f6d-976d-6f6250b8a6b2,42,Male,Married,2,90000,Good,Non-smoker,Term Assurance,400000,120.1,Direct,2019-08-04,6,Lapsed
POL-73587A71,ac-4253-4e2e-929d-81e950e7c861,46,Female,Divorced,2,98000,Excellent,Non-smoker,Whole of Life,420000,196.9,Direct,2007-12-28,3,Active
